city,source,emission,metric,domain,value
City of Johannesburg Metropolitan Municipality,commercial,NH3,population,city,5.2436184784184415e+06
City of Johannesburg Metropolitan Municipality,commercial,NH3,population,total,1.0089672319357055e+08
City of Johannesburg Metropolitan Municipality,commercial,NH3,exposure,city,0.10825669629537513
City of Johannesburg Metropolitan Municipality,commercial,NH3,exposure,total,0.007833670720582603
City of Johannesburg Metropolitan Municipality,commercial,NH3,iF,city,3.107921051760618
City of Johannesburg Metropolitan Municipality,commercial,NH3,iF,total,4.327394591906002
City of Johannesburg Metropolitan Municipality,commercial,NOx,population,city,5.2436184784184415e+06
City of Johannesburg Metropolitan Municipality,commercial,NOx,population,total,1.0089672319357055e+08
City of Johannesburg Metropolitan Municipality,commercial,NOx,exposure,city,0.016612259114210475
City of Johannesburg Metropolitan Municipality,commercial,NOx,exposure,total,0.0012404161019490942
City of Johannesburg Metropolitan Municipality,commercial,NOx,iF,city,0.47691821000603196
City of Johannesburg Metropolitan Municipality,commercial,NOx,iF,total,0.6852177124555504
City of Johannesburg Metropolitan Municipality,commercial,SOx,population,city,5.2436184784184415e+06
City of Johannesburg Metropolitan Municipality,commercial,SOx,population,total,1.0089672319357055e+08
City of Johannesburg Metropolitan Municipality,commercial,SOx,exposure,city,0.13415695005350148
City of Johannesburg Metropolitan Municipality,commercial,SOx,exposure,total,0.009821510322518252
City of Johannesburg Metropolitan Municipality,commercial,SOx,iF,city,3.8514865461406815
City of Johannesburg Metropolitan Municipality,commercial,SOx,iF,total,5.425496190737713
City of Johannesburg Metropolitan Municipality,commercial,VOC,population,city,5.2436184784184415e+06
City of Johannesburg Metropolitan Municipality,commercial,VOC,population,total,1.0089672319357055e+08
City of Johannesburg Metropolitan Municipality,commercial,VOC,exposure,city,0.002260481145207522
City of Johannesburg Metropolitan Municipality,commercial,VOC,exposure,total,0.00017322402368149633
City of Johannesburg Metropolitan Municipality,commercial,VOC,iF,city,0.06489572634961838
City of Johannesburg Metropolitan Municipality,commercial,VOC,iF,total,0.09569060661407974
City of Johannesburg Metropolitan Municipality,industrial,PM2_5,population,city,5.243490158666704e+06
City of Johannesburg Metropolitan Municipality,industrial,PM2_5,population,total,1.0088450241498104e+08
City of Johannesburg Metropolitan Municipality,industrial,PM2_5,exposure,city,0.20445838987652842
City of Johannesburg Metropolitan Municipality,industrial,PM2_5,exposure,total,0.015149497809064535
City of Johannesburg Metropolitan Municipality,industrial,PM2_5,iF,city,5.8696136645799335
City of Johannesburg Metropolitan Municipality,industrial,PM2_5,iF,total,8.367713776966157
City of Johannesburg Metropolitan Municipality,industrial,NH3,population,city,5.243490158666704e+06
City of Johannesburg Metropolitan Municipality,industrial,NH3,population,total,1.0088450241498104e+08
City of Johannesburg Metropolitan Municipality,industrial,NH3,exposure,city,0.09577923282106415
City of Johannesburg Metropolitan Municipality,industrial,NH3,exposure,total,0.0072920676641317714
City of Johannesburg Metropolitan Municipality,industrial,NH3,iF,city,2.7496406192428853
City of Johannesburg Metropolitan Municipality,industrial,NH3,iF,total,4.027719982850879
City of Johannesburg Metropolitan Municipality,industrial,NOx,population,city,5.243490158666704e+06
City of Johannesburg Metropolitan Municipality,industrial,NOx,population,total,1.0088450241498104e+08
City of Johannesburg Metropolitan Municipality,industrial,NOx,exposure,city,0.014700838843644919
City of Johannesburg Metropolitan Municipality,industrial,NOx,exposure,total,0.0011568811645233247
City of Johannesburg Metropolitan Municipality,industrial,NOx,iF,city,0.42203327830936543
City of Johannesburg Metropolitan Municipality,industrial,NOx,iF,total,0.6389948089831918
City of Johannesburg Metropolitan Municipality,industrial,SOx,population,city,5.243490158666704e+06
City of Johannesburg Metropolitan Municipality,industrial,SOx,population,total,1.0088450241498104e+08
City of Johannesburg Metropolitan Municipality,industrial,SOx,exposure,city,0.12002214825544766
City of Johannesburg Metropolitan Municipality,industrial,SOx,exposure,total,0.009235470045310862
City of Johannesburg Metropolitan Municipality,industrial,SOx,iF,city,3.4456088687671302
City of Johannesburg Metropolitan Municipality,industrial,SOx,iF,total,5.101144005490826
City of Johannesburg Metropolitan Municipality,industrial,VOC,population,city,5.243490158666704e+06
City of Johannesburg Metropolitan Municipality,industrial,VOC,population,total,1.0088450241498104e+08
City of Johannesburg Metropolitan Municipality,industrial,VOC,exposure,city,0.0019998611904582277
City of Johannesburg Metropolitan Municipality,industrial,VOC,exposure,total,0.00016191034328520067
City of Johannesburg Metropolitan Municipality,industrial,VOC,iF,city,0.0574122322779979
City of Johannesburg Metropolitan Municipality,industrial,VOC,iF,total,0.08942998818946014
City of Johannesburg Metropolitan Municipality,builtup,PM2_5,population,city,5.255539526422411e+06
City of Johannesburg Metropolitan Municipality,builtup,PM2_5,population,total,1.009129076727341e+08
City of Johannesburg Metropolitan Municipality,builtup,PM2_5,exposure,city,0.2408163922387425
City of Johannesburg Metropolitan Municipality,builtup,PM2_5,exposure,total,0.016903281318269094
City of Johannesburg Metropolitan Municipality,builtup,PM2_5,iF,city,6.92926987241582
City of Johannesburg Metropolitan Municipality,builtup,PM2_5,iF,total,9.339031987026155
City of Johannesburg Metropolitan Municipality,builtup,NH3,population,city,5.255539526422411e+06
City of Johannesburg Metropolitan Municipality,builtup,NH3,population,total,1.009129076727341e+08
City of Johannesburg Metropolitan Municipality,builtup,NH3,exposure,city,0.11262754874034334
City of Johannesburg Metropolitan Municipality,builtup,NH3,exposure,total,0.008102234070894746
City of Johannesburg Metropolitan Municipality,builtup,NH3,iF,city,3.240753974574952
City of Johannesburg Metropolitan Municipality,builtup,NH3,iF,total,4.476469493096475
City of Johannesburg Metropolitan Municipality,builtup,NOx,population,city,5.255539526422411e+06
City of Johannesburg Metropolitan Municipality,builtup,NOx,population,total,1.009129076727341e+08
City of Johannesburg Metropolitan Municipality,builtup,NOx,exposure,city,0.01723672845377551
City of Johannesburg Metropolitan Municipality,builtup,NOx,exposure,total,0.0012785079580591309
City of Johannesburg Metropolitan Municipality,builtup,NOx,iF,city,0.49597098463027306
City of Johannesburg Metropolitan Municipality,builtup,NOx,iF,total,0.7063733065293608
City of Johannesburg Metropolitan Municipality,builtup,SOx,population,city,5.255539526422411e+06
City of Johannesburg Metropolitan Municipality,builtup,SOx,population,total,1.009129076727341e+08
City of Johannesburg Metropolitan Municipality,builtup,SOx,exposure,city,0.13253996065220955
City of Johannesburg Metropolitan Municipality,builtup,SOx,exposure,total,0.009801230948492572
City of Johannesburg Metropolitan Municipality,builtup,SOx,iF,city,3.813715286158917
City of Johannesburg Metropolitan Municipality,builtup,SOx,iF,total,5.415162157969453
City of Johannesburg Metropolitan Municipality,builtup,VOC,population,city,5.255539526422411e+06
City of Johannesburg Metropolitan Municipality,builtup,VOC,population,total,1.009129076727341e+08
City of Johannesburg Metropolitan Municipality,builtup,VOC,exposure,city,0.002353658634118688
City of Johannesburg Metropolitan Municipality,builtup,VOC,exposure,total,0.0001789600947577095
City of Johannesburg Metropolitan Municipality,builtup,VOC,iF,city,0.0677243592586559
City of Johannesburg Metropolitan Municipality,builtup,VOC,iF,total,0.09887512476865196
City of Johannesburg Metropolitan Municipality,roadways_motorway,PM2_5,population,city,5.270965564306295e+06
City of Johannesburg Metropolitan Municipality,roadways_motorway,PM2_5,population,total,1.0093707786226164e+08
City of Johannesburg Metropolitan Municipality,roadways_motorway,PM2_5,exposure,city,0.16251628972487547
City of Johannesburg Metropolitan Municipality,roadways_motorway,PM2_5,exposure,total,0.012374164584871386
City of Johannesburg Metropolitan Municipality,roadways_motorway,PM2_5,iF,city,4.689982273113073
City of Johannesburg Metropolitan Municipality,roadways_motorway,PM2_5,iF,total,6.83834077765523
City of Johannesburg Metropolitan Municipality,roadways_motorway,NH3,population,city,5.270965564306295e+06
City of Johannesburg Metropolitan Municipality,roadways_motorway,NH3,population,total,1.0093707786226164e+08
City of Johannesburg Metropolitan Municipality,roadways_motorway,NH3,exposure,city,0.07602144080779398
City of Johannesburg Metropolitan Municipality,roadways_motorway,NH3,exposure,total,0.0059752911257384125
City of Johannesburg Metropolitan Municipality,roadways_motorway,NH3,iF,city,2.1938675216414016
City of Johannesburg Metropolitan Municipality,roadways_motorway,NH3,iF,total,3.302128130205657
City of Johannesburg Metropolitan Municipality,roadways_motorway,NOx,population,city,5.270965564306295e+06
City of Johannesburg Metropolitan Municipality,roadways_motorway,NOx,population,total,1.0093707786226164e+08
City of Johannesburg Metropolitan Municipality,roadways_motorway,NOx,exposure,city,0.011648302623658173
City of Johannesburg Metropolitan Municipality,roadways_motorway,NOx,exposure,total,0.0009527852891790908
City of Johannesburg Metropolitan Municipality,roadways_motorway,NOx,iF,city,0.3361529660152669
City of Johannesburg Metropolitan Municipality,roadways_motorway,NOx,iF,total,0.5265382119863833
City of Johannesburg Metropolitan Municipality,roadways_motorway,SOx,population,city,5.270965564306295e+06
City of Johannesburg Metropolitan Municipality,roadways_motorway,SOx,population,total,1.0093707786226164e+08
City of Johannesburg Metropolitan Municipality,roadways_motorway,SOx,exposure,city,0.09209769700207389
City of Johannesburg Metropolitan Municipality,roadways_motorway,SOx,exposure,total,0.00738458619239105
City of Johannesburg Metropolitan Municipality,roadways_motorway,SOx,iF,city,2.65780474723791
City of Johannesburg Metropolitan Municipality,roadways_motorway,SOx,iF,total,4.080947569363719
City of Johannesburg Metropolitan Municipality,roadways_motorway,VOC,population,city,5.270965564306295e+06
City of Johannesburg Metropolitan Municipality,roadways_motorway,VOC,population,total,1.0093707786226164e+08
City of Johannesburg Metropolitan Municipality,roadways_motorway,VOC,exposure,city,0.0015885145716677891
City of Johannesburg Metropolitan Municipality,roadways_motorway,VOC,exposure,total,0.00013461269054493486
City of Johannesburg Metropolitan Municipality,roadways_motorway,VOC,iF,city,0.04584220569098675
City of Johannesburg Metropolitan Municipality,roadways_motorway,VOC,iF,total,0.07439107865663487
City of Johannesburg Metropolitan Municipality,roadways_trunk,PM2_5,population,city,5.269233125752607e+06
City of Johannesburg Metropolitan Municipality,roadways_trunk,PM2_5,population,total,1.0092905608212617e+08
City of Johannesburg Metropolitan Municipality,roadways_trunk,PM2_5,exposure,city,0.10361585026638266
City of Johannesburg Metropolitan Municipality,roadways_trunk,PM2_5,exposure,total,0.013315335939814524
City of Johannesburg Metropolitan Municipality,roadways_trunk,PM2_5,iF,city,2.989218986407135
City of Johannesburg Metropolitan Municipality,roadways_trunk,PM2_5,iF,total,7.35787597582485
City of Johannesburg Metropolitan Municipality,roadways_trunk,NH3,population,city,5.269233125752607e+06
City of Johannesburg Metropolitan Municipality,roadways_trunk,NH3,population,total,1.0092905608212617e+08
City of Johannesburg Metropolitan Municipality,roadways_trunk,NH3,exposure,city,0.04854025445052813
City of Johannesburg Metropolitan Municipality,roadways_trunk,NH3,exposure,total,0.006452833533782966
City of Johannesburg Metropolitan Municipality,roadways_trunk,NH3,iF,city,1.4003402938404284
City of Johannesburg Metropolitan Municipality,roadways_trunk,NH3,iF,total,3.5657492269684345
City of Johannesburg Metropolitan Municipality,roadways_trunk,NOx,population,city,5.269233125752607e+06
City of Johannesburg Metropolitan Municipality,roadways_trunk,NOx,population,total,1.0092905608212617e+08
City of Johannesburg Metropolitan Municipality,roadways_trunk,NOx,exposure,city,0.00747090682586927
City of Johannesburg Metropolitan Municipality,roadways_trunk,NOx,exposure,total,0.0010265177518412791
City of Johannesburg Metropolitan Municipality,roadways_trunk,NOx,iF,city,0.21552857475139184
City of Johannesburg Metropolitan Municipality,roadways_trunk,NOx,iF,total,0.5672399359032537
City of Johannesburg Metropolitan Municipality,roadways_trunk,SOx,population,city,5.269233125752607e+06
City of Johannesburg Metropolitan Municipality,roadways_trunk,SOx,population,total,1.0092905608212617e+08
City of Johannesburg Metropolitan Municipality,roadways_trunk,SOx,exposure,city,0.061037245832453534
City of Johannesburg Metropolitan Municipality,roadways_trunk,SOx,exposure,total,0.0083244957744224
City of Johannesburg Metropolitan Municipality,roadways_trunk,SOx,iF,city,1.760866640106755
City of Johannesburg Metropolitan Municipality,roadways_trunk,SOx,iF,total,4.600004667274751
City of Johannesburg Metropolitan Municipality,roadways_trunk,VOC,population,city,5.269233125752607e+06
City of Johannesburg Metropolitan Municipality,roadways_trunk,VOC,population,total,1.0092905608212617e+08
City of Johannesburg Metropolitan Municipality,roadways_trunk,VOC,exposure,city,0.0010135939575813858
City of Johannesburg Metropolitan Municipality,roadways_trunk,VOC,exposure,total,0.00014410524851703212
City of Johannesburg Metropolitan Municipality,roadways_trunk,VOC,iF,city,0.029241224143994108
City of Johannesburg Metropolitan Municipality,roadways_trunk,VOC,iF,total,0.07963062673344085
City of Johannesburg Metropolitan Municipality,roadways_primary,PM2_5,population,city,5.243466210852499e+06
City of Johannesburg Metropolitan Municipality,roadways_primary,PM2_5,population,total,1.0087661843551156e+08
City of Johannesburg Metropolitan Municipality,roadways_primary,PM2_5,exposure,city,0.18954814575727197
City of Johannesburg Metropolitan Municipality,roadways_primary,PM2_5,exposure,total,0.013794806440692517
City of Johannesburg Metropolitan Municipality,roadways_primary,PM2_5,iF,city,5.4415439044038
City of Johannesburg Metropolitan Municipality,roadways_primary,PM2_5,iF,total,7.618864505759383
City of Johannesburg Metropolitan Municipality,roadways_primary,NH3,population,city,5.243466210852499e+06
City of Johannesburg Metropolitan Municipality,roadways_primary,NH3,population,total,1.0087661843551156e+08
City of Johannesburg Metropolitan Municipality,roadways_primary,NH3,exposure,city,0.0887059846042673
City of Johannesburg Metropolitan Municipality,roadways_primary,NH3,exposure,total,0.006643096169573513
City of Johannesburg Metropolitan Municipality,roadways_primary,NH3,iF,city,2.5465694105265047
City of Johannesburg Metropolitan Municipality,roadways_primary,NH3,iF,total,3.668978599468404
City of Johannesburg Metropolitan Municipality,roadways_primary,NOx,population,city,5.243466210852499e+06
City of Johannesburg Metropolitan Municipality,roadways_primary,NOx,population,total,1.0087661843551156e+08
City of Johannesburg Metropolitan Municipality,roadways_primary,NOx,exposure,city,0.013595764762590204
City of Johannesburg Metropolitan Municipality,roadways_primary,NOx,exposure,total,0.0010556841939665836
City of Johannesburg Metropolitan Municipality,roadways_primary,NOx,iF,city,0.39030690895979087
City of Johannesburg Metropolitan Municipality,roadways_primary,NOx,iF,total,0.5830538376368428
City of Johannesburg Metropolitan Municipality,roadways_primary,SOx,population,city,5.243466210852499e+06
City of Johannesburg Metropolitan Municipality,roadways_primary,SOx,population,total,1.0087661843551156e+08
City of Johannesburg Metropolitan Municipality,roadways_primary,SOx,exposure,city,0.10758774895698399
City of Johannesburg Metropolitan Municipality,roadways_primary,SOx,exposure,total,0.00820061323556808
City of Johannesburg Metropolitan Municipality,roadways_primary,SOx,iF,city,3.088626676808006
City of Johannesburg Metropolitan Municipality,roadways_primary,SOx,iF,total,4.529194474351299
City of Johannesburg Metropolitan Municipality,roadways_primary,VOC,population,city,5.243466210852499e+06
City of Johannesburg Metropolitan Municipality,roadways_primary,VOC,population,total,1.0087661843551156e+08
City of Johannesburg Metropolitan Municipality,roadways_primary,VOC,exposure,city,0.0018532631600697653
City of Johannesburg Metropolitan Municipality,roadways_primary,VOC,exposure,total,0.00014852460913079125
City of Johannesburg Metropolitan Municipality,roadways_primary,VOC,iF,city,0.0532034371090484
City of Johannesburg Metropolitan Municipality,roadways_primary,VOC,iF,total,0.08203006527154753
City of Johannesburg Metropolitan Municipality,roadways_secondary,PM2_5,population,city,5.243776980002809e+06
City of Johannesburg Metropolitan Municipality,roadways_secondary,PM2_5,population,total,1.0088768004295129e+08
City of Johannesburg Metropolitan Municipality,roadways_secondary,PM2_5,exposure,city,0.23124026619157984
City of Johannesburg Metropolitan Municipality,roadways_secondary,PM2_5,exposure,total,0.015868076614254847
City of Johannesburg Metropolitan Municipality,roadways_secondary,PM2_5,iF,city,6.638833806260577
City of Johannesburg Metropolitan Municipality,roadways_secondary,PM2_5,iF,total,8.764891564048995
City of Johannesburg Metropolitan Municipality,roadways_secondary,NH3,population,city,5.243776980002809e+06
City of Johannesburg Metropolitan Municipality,roadways_secondary,NH3,population,total,1.0088768004295129e+08
City of Johannesburg Metropolitan Municipality,roadways_secondary,NH3,exposure,city,0.10816359931370827
City of Johannesburg Metropolitan Municipality,roadways_secondary,NH3,exposure,total,0.0076121250016871755
City of Johannesburg Metropolitan Municipality,roadways_secondary,NH3,iF,city,3.105342212051204
City of Johannesburg Metropolitan Municipality,roadways_secondary,NH3,iF,total,4.204633733103982
City of Johannesburg Metropolitan Municipality,roadways_secondary,NOx,population,city,5.243776980002809e+06
City of Johannesburg Metropolitan Municipality,roadways_secondary,NOx,population,total,1.0088768004295129e+08
City of Johannesburg Metropolitan Municipality,roadways_secondary,NOx,exposure,city,0.01655793218877588
City of Johannesburg Metropolitan Municipality,roadways_secondary,NOx,exposure,total,0.001203427538795513
City of Johannesburg Metropolitan Municipality,roadways_secondary,NOx,iF,city,0.47537291747252897
City of Johannesburg Metropolitan Municipality,roadways_secondary,NOx,iF,total,0.6647252933766074
City of Johannesburg Metropolitan Municipality,roadways_secondary,SOx,population,city,5.243776980002809e+06
City of Johannesburg Metropolitan Municipality,roadways_secondary,SOx,population,total,1.0088768004295129e+08
City of Johannesburg Metropolitan Municipality,roadways_secondary,SOx,exposure,city,0.12925256217476624
City of Johannesburg Metropolitan Municipality,roadways_secondary,SOx,exposure,total,0.009268612169005156
City of Johannesburg Metropolitan Municipality,roadways_secondary,SOx,iF,city,3.710799565507856
City of Johannesburg Metropolitan Municipality,roadways_secondary,SOx,iF,total,5.119611064744664
City of Johannesburg Metropolitan Municipality,roadways_secondary,VOC,population,city,5.243776980002809e+06
City of Johannesburg Metropolitan Municipality,roadways_secondary,VOC,population,total,1.0088768004295129e+08
City of Johannesburg Metropolitan Municipality,roadways_secondary,VOC,exposure,city,0.0022601574224739864
City of Johannesburg Metropolitan Municipality,roadways_secondary,VOC,exposure,total,0.00016876288985974896
City of Johannesburg Metropolitan Municipality,roadways_secondary,VOC,iF,city,0.06488839401075487
City of Johannesburg Metropolitan Municipality,roadways_secondary,VOC,iF,total,0.09321787798323564
City of Johannesburg Metropolitan Municipality,roadways_tertiary,PM2_5,population,city,5.240013766097353e+06
City of Johannesburg Metropolitan Municipality,roadways_tertiary,PM2_5,population,total,1.0087535998045939e+08
City of Johannesburg Metropolitan Municipality,roadways_tertiary,PM2_5,exposure,city,0.22032331725526116
City of Johannesburg Metropolitan Municipality,roadways_tertiary,PM2_5,exposure,total,0.015294494824582826
City of Johannesburg Metropolitan Municipality,roadways_tertiary,PM2_5,iF,city,6.320872254368671
City of Johannesburg Metropolitan Municipality,roadways_tertiary,PM2_5,iF,total,8.447036249541135
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NH3,population,city,5.240013766097353e+06
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NH3,population,total,1.0087535998045939e+08
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NH3,exposure,city,0.10308537611099533
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NH3,exposure,total,0.007343868453104778
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NH3,iF,city,2.9574241247295396
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NH3,iF,total,4.05596417186206
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NOx,population,city,5.240013766097353e+06
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NOx,population,total,1.0087535998045939e+08
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NOx,exposure,city,0.015788899923621282
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NOx,exposure,total,0.0011627566037718192
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NOx,iF,city,0.4529689399084166
City of Johannesburg Metropolitan Municipality,roadways_tertiary,NOx,iF,total,0.6421818630888841
City of Johannesburg Metropolitan Municipality,roadways_tertiary,SOx,population,city,5.240013766097353e+06
City of Johannesburg Metropolitan Municipality,roadways_tertiary,SOx,population,total,1.0087535998045939e+08
City of Johannesburg Metropolitan Municipality,roadways_tertiary,SOx,exposure,city,0.12416844976537271
City of Johannesburg Metropolitan Municipality,roadways_tertiary,SOx,exposure,total,0.008994173173709463
City of Johannesburg Metropolitan Municipality,roadways_tertiary,SOx,iF,city,3.5622780138182253
City of Johannesburg Metropolitan Municipality,roadways_tertiary,SOx,iF,total,4.967415250019318
City of Johannesburg Metropolitan Municipality,roadways_tertiary,VOC,population,city,5.240013766097353e+06
City of Johannesburg Metropolitan Municipality,roadways_tertiary,VOC,population,total,1.0087535998045939e+08
City of Johannesburg Metropolitan Municipality,roadways_tertiary,VOC,exposure,city,0.002153918036427341
City of Johannesburg Metropolitan Municipality,roadways_tertiary,VOC,exposure,total,0.00016316985611289605
City of Johannesburg Metropolitan Municipality,roadways_tertiary,VOC,iF,city,0.061793916886537445
City of Johannesburg Metropolitan Municipality,roadways_tertiary,VOC,iF,total,0.09011750340408113
City of Johannesburg Metropolitan Municipality,roadways,PM2_5,population,city,5.25446492097281e+06
City of Johannesburg Metropolitan Municipality,roadways,PM2_5,population,total,1.0090045586685191e+08
City of Johannesburg Metropolitan Municipality,roadways,PM2_5,exposure,city,0.17129979094098527
City of Johannesburg Metropolitan Municipality,roadways,PM2_5,exposure,total,0.013661954516896531
City of Johannesburg Metropolitan Municipality,roadways,PM2_5,iF,city,4.927985865019872
City of Johannesburg Metropolitan Municipality,roadways,PM2_5,iF,total,7.547273477359134
City of Johannesburg Metropolitan Municipality,roadways,NH3,population,city,5.25446492097281e+06
City of Johannesburg Metropolitan Municipality,roadways,NH3,population,total,1.0090045586685191e+08
City of Johannesburg Metropolitan Municipality,roadways,NH3,exposure,city,0.08015543696397923
City of Johannesburg Metropolitan Municipality,roadways,NH3,exposure,total,0.006586385994162487
City of Johannesburg Metropolitan Municipality,roadways,NH3,iF,city,2.3059272763448067
City of Johannesburg Metropolitan Municipality,roadways,NH3,iF,total,3.6385171875600886
City of Johannesburg Metropolitan Municipality,roadways,NOx,population,city,5.25446492097281e+06
City of Johannesburg Metropolitan Municipality,roadways,NOx,population,total,1.0090045586685191e+08
City of Johannesburg Metropolitan Municipality,roadways,NOx,exposure,city,0.012286888900160586
City of Johannesburg Metropolitan Municipality,roadways,NOx,exposure,total,0.0010464844742462758
City of Johannesburg Metropolitan Municipality,roadways,NOx,iF,city,0.3534716212579674
City of Johannesburg Metropolitan Municipality,roadways,NOx,iF,total,0.5781094137869507
City of Johannesburg Metropolitan Municipality,roadways,SOx,population,city,5.25446492097281e+06
City of Johannesburg Metropolitan Municipality,roadways,SOx,population,total,1.0090045586685191e+08
City of Johannesburg Metropolitan Municipality,roadways,SOx,exposure,city,0.09713046477234141
City of Johannesburg Metropolitan Municipality,roadways,SOx,exposure,total,0.008175221959205973
City of Johannesburg Metropolitan Municipality,roadways,SOx,iF,city,2.794268193974691
City of Johannesburg Metropolitan Municipality,roadways,SOx,iF,total,4.516237833168781
City of Johannesburg Metropolitan Municipality,roadways,VOC,population,city,5.25446492097281e+06
City of Johannesburg Metropolitan Municipality,roadways,VOC,population,total,1.0090045586685191e+08
City of Johannesburg Metropolitan Municipality,roadways,VOC,exposure,city,0.0016747471268381592
City of Johannesburg Metropolitan Municipality,roadways,VOC,exposure,total,0.00014724320647144514
City of Johannesburg Metropolitan Municipality,roadways,VOC,iF,city,0.04817945266135432
City of Johannesburg Metropolitan Municipality,roadways,VOC,iF,total,0.08134156394305535
City of Johannesburg Metropolitan Municipality,waterways,PM2_5,population,city,5.28859665142067e+06
City of Johannesburg Metropolitan Municipality,waterways,PM2_5,population,total,1.0105950387877318e+08
City of Johannesburg Metropolitan Municipality,waterways,PM2_5,exposure,city,0.14274462920499575
City of Johannesburg Metropolitan Municipality,waterways,PM2_5,exposure,total,0.012505324330490173
City of Johannesburg Metropolitan Municipality,waterways,PM2_5,iF,city,4.133180254919496
City of Johannesburg Metropolitan Municipality,waterways,PM2_5,iF,total,6.919205752936623
City of Johannesburg Metropolitan Municipality,waterways,NH3,population,city,5.28859665142067e+06
City of Johannesburg Metropolitan Municipality,waterways,NH3,population,total,1.0105950387877318e+08
City of Johannesburg Metropolitan Municipality,waterways,NH3,exposure,city,0.06694062878400879
City of Johannesburg Metropolitan Municipality,waterways,NH3,exposure,total,0.006065011938407067
City of Johannesburg Metropolitan Municipality,waterways,NH3,iF,city,1.9382703691402887
City of Johannesburg Metropolitan Municipality,waterways,NH3,iF,total,3.355775858890544
City of Johannesburg Metropolitan Municipality,waterways,NOx,population,city,5.28859665142067e+06
City of Johannesburg Metropolitan Municipality,waterways,NOx,population,total,1.0105950387877318e+08
City of Johannesburg Metropolitan Municipality,waterways,NOx,exposure,city,0.010307786352729068
City of Johannesburg Metropolitan Municipality,waterways,NOx,exposure,total,0.0009705448317536874
City of Johannesburg Metropolitan Municipality,waterways,NOx,iF,city,0.2984626410275994
City of Johannesburg Metropolitan Municipality,waterways,NOx,iF,total,0.5370032160605144
City of Johannesburg Metropolitan Municipality,waterways,SOx,population,city,5.28859665142067e+06
City of Johannesburg Metropolitan Municipality,waterways,SOx,population,total,1.0105950387877318e+08
City of Johannesburg Metropolitan Municipality,waterways,SOx,exposure,city,0.07931766707325075
City of Johannesburg Metropolitan Municipality,waterways,SOx,exposure,total,0.007469031607285181
City of Johannesburg Metropolitan Municipality,waterways,SOx,iF,city,2.296648337939461
City of Johannesburg Metropolitan Municipality,waterways,SOx,iF,total,4.132621042061961
City of Johannesburg Metropolitan Municipality,waterways,VOC,population,city,5.28859665142067e+06
City of Johannesburg Metropolitan Municipality,waterways,VOC,population,total,1.0105950387877318e+08
City of Johannesburg Metropolitan Municipality,waterways,VOC,exposure,city,0.001399646235310859
City of Johannesburg Metropolitan Municipality,waterways,VOC,exposure,total,0.00013637886607425974
City of Johannesburg Metropolitan Municipality,waterways,VOC,iF,city,0.040526850052981095
City of Johannesburg Metropolitan Municipality,waterways,VOC,iF,total,0.07545853348395354
City of Johannesburg Metropolitan Municipality,bus_routes,PM2_5,population,city,5.231525089435935e+06
City of Johannesburg Metropolitan Municipality,bus_routes,PM2_5,population,total,1.0090056505932398e+08
City of Johannesburg Metropolitan Municipality,bus_routes,PM2_5,exposure,city,0.2934822334370267
City of Johannesburg Metropolitan Municipality,bus_routes,PM2_5,exposure,total,0.018918181947154306
City of Johannesburg Metropolitan Municipality,bus_routes,PM2_5,iF,city,8.406094179724006
City of Johannesburg Metropolitan Municipality,bus_routes,PM2_5,iF,total,10.45098248478727
City of Johannesburg Metropolitan Municipality,bus_routes,NH3,population,city,5.231525089435935e+06
City of Johannesburg Metropolitan Municipality,bus_routes,NH3,population,total,1.0090056505932398e+08
City of Johannesburg Metropolitan Municipality,bus_routes,NH3,exposure,city,0.1371006945319566
City of Johannesburg Metropolitan Municipality,bus_routes,NH3,exposure,total,0.009031040162790747
City of Johannesburg Metropolitan Municipality,bus_routes,NH3,iF,city,3.9269203346460513
City of Johannesburg Metropolitan Municipality,bus_routes,NH3,iF,total,4.98902287885722
City of Johannesburg Metropolitan Municipality,bus_routes,NOx,population,city,5.231525089435935e+06
City of Johannesburg Metropolitan Municipality,bus_routes,NOx,population,total,1.0090056505932398e+08
City of Johannesburg Metropolitan Municipality,bus_routes,NOx,exposure,city,0.020936076040283334
City of Johannesburg Metropolitan Municipality,bus_routes,NOx,exposure,total,0.0014181674560615305
City of Johannesburg Metropolitan Municipality,bus_routes,NOx,iF,city,0.5996636487579673
City of Johannesburg Metropolitan Municipality,bus_routes,NOx,iF,total,0.7834390897178046
City of Johannesburg Metropolitan Municipality,bus_routes,SOx,population,city,5.231525089435935e+06
City of Johannesburg Metropolitan Municipality,bus_routes,SOx,population,total,1.0090056505932398e+08
City of Johannesburg Metropolitan Municipality,bus_routes,SOx,exposure,city,0.15781395178903082
City of Johannesburg Metropolitan Municipality,bus_routes,SOx,exposure,total,0.010652891757744474
